,customer_id,show_id,customer_name,age,gender,country,subscription_type,watch_time_minutes,rating
8284,c13284,s20312,Kevin Nelson,64,Male,France,Premium,1822,3
8285,c13285,s6308,James Jones,33,Other,Australia,Premium,2464,4
8286,c13286,s6500,Michelle Jenkins,55,Female,UK,Basic,1175,2
8287,c13287,s20909,Lori Larson,14,Other,Brazil,Basic,4713,2
8288,c13288,s5995,Emily Kaufman,71,Male,Canada,Standard,3548,1
8289,c13289,s3314,Christine Rush,14,Male,India,Premium,1035,1
8290,c13290,s16844,Jessica Kelley,27,Other,Canada,Premium,654,5
8291,c13291,s7848,Elizabeth Thomas,28,Female,Japan,Premium,1494,1
8292,c13292,s10005,Amanda Nguyen,72,Male,UK,Premium,687,4
8293,c13293,s13409,Jennifer Nicholson,61,Other,Germany,Premium,64,3
8294,c13294,s4422,Karen Lopez,50,Other,Brazil,Standard,2722,2
8296,c13296,s2783,Michael Hawkins,65,Male,UK,Standard,4695,3
8297,c13297,s18616,Jill Greene,15,Female,Australia,Basic,1125,1
8300,c13300,s19136,Mark Wall,28,Female,Australia,Standard,2012,5
8301,c13301,s14491,Emily Odom,16,Female,Germany,Basic,4512,2
8302,c13302,s6614,Melinda Terry,19,Other,Canada,Basic,1256,2
8304,c13304,s16044,Richard Carrillo,29,Male,Japan,Premium,3398,4
8305,c13305,s1748,Dr. David Harper,31,Male,India,Standard,4869,5
8306,c13306,s15669,Mark Brooks,52,Male,India,Basic,714,4
8307,c13307,s17923,Perry Rivera,32,Other,South Korea,Basic,3218,5
8308,c13308,s17205,Richard Wade,63,Male,India,Standard,3284,2
8309,c13309,s20509,Cynthia Foster,26,Female,Brazil,Basic,2922,5
8310,c13310,s12127,Andrew Anderson,18,Male,Australia,Basic,3732,4
8311,c13311,s17768,Dr. Frank Lin,23,Female,UK,Premium,923,4
8312,c13312,s4517,Virginia Patel,62,Other,Australia,Standard,3056,3
8313,c13313,s8256,Jill Wolf,53,Other,Germany,Standard,1580,5
8315,c13315,s19539,Anthony Miller,72,Female,Japan,Premium,315,3
8316,c13316,s2891,Rhonda Hodges,45,Female,Brazil,Premium,4858,1
8317,c13317,s13131,Jennifer Glover,28,Female,USA,Standard,2556,3
8318,c13318,s20190,William Garcia,75,Male,Brazil,Basic,2270,2
8320,c13320,s15643,Victor Boone,65,Male,UK,Premium,4527,3
8321,c13321,s15465,Emily Stone,36,Female,UK,Basic,4596,2
8323,c13323,s9849,James Larson,66,Female,Brazil,Standard,1409,3
8324,c13324,s8385,Kimberly Bowen,61,Female,UK,Premium,2809,4
8325,c13325,s14451,Patrick Graham,42,Other,South Korea,Standard,2130,3
8326,c13326,s18984,Tiffany Neal,51,Female,Australia,Standard,4728,4
8327,c13327,s9603,Christopher Conway,53,Female,Japan,Premium,3511,3
8329,c13329,s14358,Michael Robertson,80,Male,South Korea,Standard,3021,1
8331,c13331,s18899,Matthew Valdez,77,Male,Japan,Basic,4599,3
8332,c13332,s18886,Robert Johnson,44,Other,South Korea,Basic,3091,5
8333,c13333,s5621,Justin Barrett,32,Male,Canada,Standard,4885,4
8335,c13335,s18716,Cheryl Vargas,13,Male,USA,Standard,4556,5
8337,c13337,s19839,Shannon Grant,15,Male,Japan,Standard,44,3
8339,c13339,s19490,Melissa Kim,78,Male,Australia,Basic,299,5
8340,c13340,s4672,Scott Salazar,69,Male,Japan,Premium,1376,5
8342,c13342,s12904,Courtney Webster,29,Male,Brazil,Basic,1914,4
8344,c13344,s10084,Nicholas Beck,18,Other,Canada,Basic,1919,5
8345,c13345,s5388,Brandon Williams,78,Female,France,Basic,4430,1
8346,c13346,s2293,Steven Mendoza MD,50,Other,France,Premium,1245,1
8348,c13348,s9068,Samantha Simpson,18,Male,Japan,Premium,349,3
8349,c13349,s12481,Grace Pena,46,Male,Brazil,Standard,2376,1
8350,c13350,s14099,Jessica Jensen,32,Other,Brazil,Basic,4600,1
8351,c13351,s14091,Kristina Powell,74,Male,Canada,Standard,2434,5
8352,c13352,s14845,Charles Williams,44,Male,UK,Premium,3126,3
8353,c13353,s10586,Jenna Ross,21,Male,France,Standard,3654,4
8354,c13354,s3727,Jackson Anderson,70,Male,India,Standard,4195,5
8355,c13355,s5970,Jordan Keith,14,Male,France,Standard,2254,1
8356,c13356,s13761,Corey Davis,24,Male,South Korea,Basic,1447,2
8357,c13357,s16253,Marc Hoover,17,Female,UK,Basic,2423,1
8359,c13359,s11002,Jordan Griffin,15,Male,Brazil,Standard,820,5
8361,c13361,s20723,Martin Graham,50,Female,Canada,Premium,2258,4
8362,c13362,s6848,Emily Cowan,25,Other,India,Premium,3139,1
8363,c13363,s6893,John Garcia,53,Female,India,Basic,1538,2
8364,c13364,s15493,Martin Hooper,31,Female,UK,Basic,2542,3
8367,c13367,s3054,Jessica Watkins,40,Female,Australia,Premium,4701,3
8368,c13368,s2018,Amy Adams,51,Male,UK,Premium,4587,3
8369,c13369,s1401,Susan Dixon,57,Female,Germany,Basic,4767,2
8371,c13371,s12262,Jessica Boyer,53,Male,Brazil,Premium,599,2
8372,c13372,s13800,Whitney Bailey,78,Male,Brazil,Standard,715,1
8374,c13374,s9353,Frank Reyes,38,Male,Japan,Standard,505,5
8375,c13375,s5525,Kimberly French,69,Male,India,Premium,2078,5
8376,c13376,s16081,Henry Burke,41,Female,UK,Basic,4185,1
8377,c13377,s19378,Ariel Mcgee,35,Male,Canada,Premium,3327,4
8379,c13379,s1212,James Nelson DDS,59,Other,Germany,Standard,4445,4
8380,c13380,s18672,Bobby Washington,76,Female,Canada,Basic,2344,2
8381,c13381,s9876,Frederick Barnes,53,Male,Germany,Standard,844,2
8382,c13382,s1599,Kimberly Thomas,79,Other,Japan,Premium,2326,3
8383,c13383,s8645,Ryan Roberts,35,Other,India,Basic,4245,5
8384,c13384,s6623,Valerie Smith,58,Female,Brazil,Basic,1508,4
8385,c13385,s4958,Dana Martin,51,Male,USA,Standard,3847,5
8386,c13386,s12594,Stephen Horton,37,Other,South Korea,Premium,2651,4
8387,c13387,s6609,Samuel Montes,73,Male,Japan,Standard,3588,2
8388,c13388,s10269,Victor Odonnell,48,Female,Australia,Premium,1614,4
8391,c13391,s2752,Carmen Morales,54,Other,Germany,Premium,2233,2
8392,c13392,s4230,Daniel Cunningham,46,Male,France,Basic,2858,3
8393,c13393,s14044,Martin Davila,69,Female,Australia,Premium,1739,5
8394,c13394,s1981,Zachary Jones,35,Other,South Korea,Standard,1605,4
8395,c13395,s11796,Holly Holmes,41,Male,India,Standard,1301,2
8396,c13396,s14137,Darlene Hunt,23,Male,Canada,Premium,2687,5
8397,c13397,s2479,Julia Ewing,50,Female,Germany,Standard,3590,5
8400,c13400,s5652,Natalie Rogers,56,Male,Germany,Premium,2693,2
8401,c13401,s10994,Mary Porter,21,Female,India,Basic,4248,4
8402,c13402,s10329,Elizabeth Wolf,55,Other,USA,Standard,2196,1
8404,c13404,s7993,Michael Price,43,Other,South Korea,Standard,1008,3
8406,c13406,s5070,Grant Mendoza,39,Female,USA,Standard,4530,5
8408,c13408,s3391,Alisha Hall,43,Male,France,Premium,1190,5
8410,c13410,s13711,Tammy Howell,18,Other,UK,Basic,4701,1
8411,c13411,s6104,Sarah Thompson,75,Other,France,Basic,4997,2
8414,c13414,s2368,Troy Chavez,55,Male,South Korea,Premium,294,5
8415,c13415,s9698,Joshua Rivera,60,Male,USA,Basic,4132,3
8416,c13416,s9519,Hannah Davis,25,Male,France,Basic,1025,3
8417,c13417,s4627,Richard Gallagher,76,Other,Japan,Basic,4262,2
8419,c13419,s2343,Timothy Caldwell,53,Male,India,Premium,3591,5
8420,c13420,s19615,James Brown,66,Male,Brazil,Basic,3843,1
8422,c13422,s15573,Linda Rodriguez,39,Female,India,Premium,3937,3
8425,c13425,s19571,Darrell Lloyd,58,Female,USA,Basic,1985,1
8426,c13426,s10125,Beth Owens,35,Female,UK,Premium,2501,3
8427,c13427,s9194,Elizabeth Thomas,26,Other,Brazil,Basic,1947,5
8428,c13428,s7219,Jason Reid,62,Female,UK,Premium,937,5
8430,c13430,s20931,Leslie Stokes,25,Other,Japan,Premium,4186,1
8431,c13431,s20454,Jason Bates Jr.,28,Other,UK,Premium,1234,5
8432,c13432,s18975,Alexander Hamilton,66,Other,UK,Premium,678,3
8433,c13433,s14935,Warren Obrien,65,Male,France,Basic,2405,2
8434,c13434,s9436,Alyssa Gray,26,Male,France,Premium,4509,2
8435,c13435,s12161,Samantha Martinez,76,Other,India,Standard,3003,1
8436,c13436,s20306,Alex Morris,22,Female,Japan,Standard,1557,2
8437,c13437,s2740,Glen Kramer,46,Male,UK,Standard,1102,2
8438,c13438,s14779,Billy Bernard,69,Other,USA,Standard,4276,1
8439,c13439,s5060,Mary Jones,25,Other,USA,Basic,4840,4
8440,c13440,s15566,Briana Stewart,48,Female,South Korea,Basic,76,1
8441,c13441,s12953,Sara Bush,55,Other,Brazil,Premium,1288,3
8442,c13442,s7622,Christine Padilla,66,Male,UK,Basic,1379,1
8443,c13443,s15789,Ricardo Chavez,58,Male,Germany,Standard,1727,1
8444,c13444,s8157,Jeffrey Fox,31,Female,France,Standard,3648,1
8446,c13446,s8876,Tiffany Hill,76,Female,France,Standard,84,1
8447,c13447,s13919,Christopher Cruz,73,Male,UK,Premium,855,4
8448,c13448,s12606,Karen Reed,66,Male,USA,Premium,2206,5
8449,c13449,s3720,Kenneth Rivera,15,Male,India,Basic,3419,3
8450,c13450,s9010,Eileen Cook,61,Other,South Korea,Premium,3444,2
8451,c13451,s12311,Justin Parsons,58,Female,USA,Premium,4295,3
8452,c13452,s13830,Nancy Jackson,54,Male,Australia,Basic,4498,5
8454,c13454,s5049,Amanda Hughes,69,Male,Brazil,Basic,3417,4
8455,c13455,s13882,Nicole Proctor,56,Male,Germany,Basic,4504,5
8456,c13456,s9420,James Perez,18,Other,Canada,Standard,2773,5
8457,c13457,s13213,Mrs. Linda Osborn,56,Other,Australia,Basic,2737,1
8458,c13458,s13778,Lisa Schroeder,45,Other,South Korea,Premium,793,1
8461,c13461,s5083,Jamie Miller,44,Female,Germany,Basic,4788,5
8462,c13462,s3575,Ashley Smith,35,Other,Brazil,Premium,4731,3
8463,c13463,s10418,Timothy Cochran,26,Female,India,Basic,4571,2
8464,c13464,s17567,Stephen Buckley,20,Female,Germany,Standard,495,3
8465,c13465,s17956,Jeanne Rivas,40,Male,Brazil,Basic,1818,3
8466,c13466,s14540,Anne Smith,33,Male,UK,Premium,1730,4
8467,c13467,s1210,Aaron Poole,13,Female,Germany,Basic,4892,5
8468,c13468,s17323,Suzanne Sims,65,Other,India,Standard,2834,4
8469,c13469,s11680,Donald Hughes,29,Male,UK,Standard,2438,2
8471,c13471,s14686,Jennifer Pitts,47,Male,USA,Standard,1157,4
8473,c13473,s17924,Rachel Hancock,28,Female,Canada,Basic,4140,3
8474,c13474,s9479,Gina Kim,33,Other,UK,Standard,2042,2
8476,c13476,s19362,Kelly Montgomery,30,Female,France,Basic,4816,1
8477,c13477,s17968,Kyle Hoffman,38,Other,Germany,Basic,4808,3
8478,c13478,s4133,Christopher Richardson,40,Female,Germany,Premium,3310,1
8479,c13479,s8837,Olivia Diaz,33,Male,Australia,Standard,3368,2
8480,c13480,s4042,Jennifer Young,37,Female,UK,Standard,785,5
8481,c13481,s17572,Tony Bowen,19,Female,Brazil,Premium,775,1
8482,c13482,s14128,Robert Peters,71,Other,Brazil,Premium,408,3
8483,c13483,s1416,Jody Edwards,19,Other,Germany,Basic,3182,3
8484,c13484,s20393,Jeremy Webster,34,Other,France,Premium,1179,4
8485,c13485,s12430,Breanna Walters,29,Male,France,Premium,4657,2
8486,c13486,s2158,Melinda Mcclure,45,Male,USA,Standard,4345,4
8487,c13487,s2241,Dawn Jones,33,Male,India,Basic,1531,4
8488,c13488,s17174,Natalie Bates,25,Male,Germany,Basic,4149,3
8490,c13490,s16213,Autumn Mayo,41,Other,India,Basic,3471,2
8493,c13493,s13622,Brittney Holt,49,Other,France,Basic,2215,3
8495,c13495,s15307,Matthew Campbell,25,Male,South Korea,Premium,1850,3
8496,c13496,s11034,Michael Norris,77,Female,Germany,Standard,344,4
8498,c13498,s16662,Cassandra Richardson,53,Female,India,Premium,1869,3
8499,c13499,s12266,Jason Williams,66,Male,Canada,Standard,286,5
8500,c13500,s15733,Dana Roberts,66,Female,South Korea,Standard,3523,3
8502,c13502,s8270,Linda Nguyen,30,Male,USA,Premium,1561,5
8504,c13504,s7288,Hannah Walton,68,Female,Japan,Basic,304,5
8505,c13505,s6270,Maria Brown,35,Other,Australia,Basic,3570,4
8507,c13507,s18207,Cathy Graves,27,Female,France,Standard,91,4
8509,c13509,s13236,Jacqueline Bowers,50,Male,Canada,Premium,2720,5
8511,c13511,s7120,Teresa Ayers,69,Other,Germany,Basic,3345,1
8512,c13512,s16973,William Shaw,27,Male,Australia,Basic,1054,4
8513,c13513,s13107,Chad Santiago,26,Female,France,Basic,1286,2
8514,c13514,s3280,Kevin Gallegos,14,Other,Australia,Basic,2639,1
8515,c13515,s16309,Christopher Holmes,66,Other,India,Standard,3154,5
8516,c13516,s20454,Mitchell Powell,35,Male,Canada,Premium,2046,4
8517,c13517,s14277,Steven Meyer,64,Male,UK,Basic,3157,1
8518,c13518,s9941,Jacqueline Howell,53,Female,India,Premium,575,2
8519,c13519,s8493,Autumn Steele,23,Other,UK,Basic,441,3
8520,c13520,s1161,Eric Navarro,57,Female,Australia,Basic,3656,5
8522,c13522,s10725,Christopher Griffin,25,Other,Germany,Basic,3042,3
8524,c13524,s18601,Jason Levy,50,Male,Brazil,Premium,547,1
8526,c13526,s6843,Jessica Sanders,22,Female,France,Premium,1778,1
8527,c13527,s16389,Patrick Durham,48,Other,South Korea,Premium,1009,4
8529,c13529,s16819,Bryan Taylor,14,Female,France,Basic,3334,3
8531,c13531,s14355,Linda Combs,77,Other,Germany,Basic,2174,4
8532,c13532,s14084,Joel Miranda,43,Male,UK,Standard,3871,1
8534,c13534,s12435,Jennifer Garcia,71,Male,France,Premium,3672,5
8535,c13535,s20343,Lori Mathews,43,Female,Canada,Basic,2158,4
8536,c13536,s13484,Christine Wells,33,Female,South Korea,Premium,631,1
8537,c13537,s9235,Annette Small,66,Male,UK,Basic,4053,4
8539,c13539,s8259,Amanda Woods,68,Female,USA,Premium,2263,3
8540,c13540,s14356,Kimberly Beasley,61,Male,India,Standard,1374,1
8541,c13541,s13126,Brandon Mcclure,38,Other,South Korea,Premium,3323,4
8542,c13542,s19039,Cristina May,51,Male,Brazil,Standard,3230,3
8543,c13543,s20217,Clifford Compton,73,Other,India,Premium,2942,2
8544,c13544,s14021,Joan Santiago,63,Male,Australia,Premium,2668,5
8547,c13547,s10196,Lauren Salas,38,Other,UK,Standard,4817,5
8549,c13549,s10459,Paul Howard,57,Male,Germany,Premium,3217,1
8550,c13550,s19434,Joel White,60,Male,UK,Basic,2682,3
8551,c13551,s14760,Rebecca Phillips,65,Female,India,Standard,510,5
8552,c13552,s3519,Jared West,75,Female,Canada,Premium,4983,5
8553,c13553,s17009,Carrie Mosley,74,Other,Japan,Premium,760,2
8554,c13554,s19479,Sabrina Thompson,63,Female,Germany,Basic,3551,5
8555,c13555,s13629,Eric Wells,59,Male,Australia,Standard,4242,2
8557,c13557,s4996,Samuel Lewis,20,Female,Canada,Basic,4165,4
8558,c13558,s8244,Daniel Ochoa,61,Male,Australia,Standard,1787,2
8559,c13559,s20094,Michael Huff,79,Other,Australia,Premium,549,3
8560,c13560,s5187,Jonathan Daugherty,24,Male,Japan,Basic,1519,3
8561,c13561,s20798,Mr. Christopher Kennedy,45,Other,Canada,Standard,1897,1
8562,c13562,s16023,Vincent Chapman,70,Other,France,Standard,1350,5
8563,c13563,s13222,Brittany Schmidt,73,Other,Germany,Standard,3806,3
8565,c13565,s18436,Gabrielle Smith,58,Other,France,Standard,2503,3
8567,c13567,s4740,Christopher Rogers,14,Other,USA,Standard,654,5
8568,c13568,s17799,John Gentry,77,Other,South Korea,Standard,4632,3
8570,c13570,s15054,Jessica Dawson,69,Male,UK,Premium,1007,2
8571,c13571,s20415,Cheryl Bond,57,Other,Germany,Premium,1254,3
8572,c13572,s14355,Austin Taylor,75,Other,South Korea,Premium,3739,4
8573,c13573,s10599,John Newton,77,Male,USA,Premium,1104,1
8575,c13575,s10729,Cody Cunningham,50,Other,South Korea,Basic,4693,4
8576,c13576,s17659,Brandon Smith,75,Male,Canada,Basic,3713,1
8577,c13577,s6573,Joshua Petty,34,Other,USA,Premium,3388,4
8578,c13578,s19669,Cody Johnson,76,Other,South Korea,Basic,309,2
8579,c13579,s4535,Jason Jones,74,Female,Australia,Standard,3615,5
8580,c13580,s2448,Michael Gonzalez,58,Male,Australia,Basic,1963,5
8582,c13582,s7173,Christopher Owens,69,Male,Brazil,Basic,2566,2
8583,c13583,s14608,Alicia Jones,71,Male,France,Premium,4223,5
8585,c13585,s1710,Isaac Brown,41,Male,Australia,Premium,528,2
8587,c13587,s5479,David Brown,69,Other,Australia,Standard,3550,4
8588,c13588,s20619,Ruben Young,56,Other,Brazil,Basic,64,5
8589,c13589,s19756,Joanne Davis,25,Female,France,Standard,3696,2
8590,c13590,s14340,Aaron Hernandez,37,Other,Australia,Basic,4899,3
8591,c13591,s12267,Eric Reyes,31,Male,Japan,Basic,3091,4
8593,c13593,s10887,Johnny Peters,31,Male,Australia,Premium,1581,4
8595,c13595,s20285,Heather Gallagher,64,Female,Brazil,Premium,1120,1
8596,c13596,s10629,Donna Booth DVM,74,Female,France,Premium,1931,5
8597,c13597,s17037,Alexander Matthews,25,Female,India,Basic,2652,5
8599,c13599,s5939,Joseph Johnson,38,Male,Australia,Standard,4182,4
8600,c13600,s20624,Jose Martin,79,Female,France,Basic,4534,5
8601,c13601,s7884,Kimberly Rice,56,Female,Germany,Basic,2639,4
8602,c13602,s2538,Lisa Moore,53,Other,South Korea,Basic,1424,3
8607,c13607,s14573,Jeffery Campbell,43,Female,India,Standard,3885,5
8608,c13608,s20293,Kevin Donovan,76,Other,Brazil,Standard,14,3
8609,c13609,s2409,Brian Murray MD,59,Male,Canada,Premium,4528,1
8610,c13610,s9080,Mark Nelson,69,Male,Japan,Premium,1009,1
8611,c13611,s7027,Michael Tapia,35,Other,Australia,Premium,942,2
8613,c13613,s14285,Curtis Arroyo,65,Female,India,Basic,136,4
8614,c13614,s10005,Evan Rodriguez,63,Female,USA,Basic,478,4
8615,c13615,s18091,Ryan Holmes,38,Male,Germany,Premium,2623,4
8616,c13616,s2492,James Martinez,77,Female,UK,Standard,3465,2
8617,c13617,s10944,Jordan Patton,59,Other,Australia,Standard,2179,4
8618,c13618,s20796,Brandon Warren,17,Male,USA,Standard,2550,4
8619,c13619,s7889,Phillip Jackson,28,Other,Japan,Premium,1409,3
8621,c13621,s17814,John Turner,79,Female,Australia,Standard,2676,1
8623,c13623,s8651,Heather Nguyen,74,Female,Japan,Premium,3124,4
8624,c13624,s7190,Kevin Swanson,21,Other,Australia,Premium,3595,2
8626,c13626,s6430,Matthew Scott,48,Other,Japan,Basic,4216,1
8628,c13628,s14499,Justin Garcia,51,Male,USA,Standard,4432,3
8629,c13629,s11375,David Elliott,40,Female,South Korea,Basic,3417,4
8630,c13630,s6732,Matthew Cowan,64,Male,Australia,Basic,2238,1
8631,c13631,s3453,Kimberly Adams,13,Female,Germany,Standard,967,5
8632,c13632,s17682,Ebony Coleman,79,Other,Canada,Standard,2202,1
8633,c13633,s13140,Samantha Hunt,76,Female,South Korea,Basic,4505,4
8634,c13634,s15206,Kevin Wilson,47,Male,Japan,Premium,4326,4
8635,c13635,s7429,Mark Compton,41,Male,South Korea,Basic,4366,2
8636,c13636,s13972,Richard Farmer,22,Female,Japan,Basic,2799,5
8637,c13637,s8552,Ruth Roberts,67,Female,France,Premium,304,2
8639,c13639,s19575,Clifford Tate,70,Female,Australia,Premium,1070,3
8640,c13640,s13033,Connor Martinez,33,Other,Brazil,Standard,3280,4
8642,c13642,s11769,Janice Kidd,53,Other,South Korea,Basic,2016,5
8643,c13643,s2484,Jacob Morgan,79,Male,USA,Basic,3538,1
8644,c13644,s4912,Mr. Jason Mcbride Jr.,15,Male,France,Standard,1301,5
8645,c13645,s2988,John Delgado,73,Other,Australia,Basic,4987,5
8646,c13646,s6391,Tiffany Miranda,38,Female,Canada,Basic,2782,2
8647,c13647,s1346,Sierra Hicks,56,Female,Japan,Premium,2606,1
8648,c13648,s11271,Kayla Thompson,38,Other,Japan,Premium,4829,3
8649,c13649,s11058,Samuel Mclaughlin,43,Male,Australia,Standard,2004,5
8650,c13650,s1429,Crystal Smith,37,Female,Canada,Standard,314,2
8652,c13652,s10568,Kimberly Lamb,28,Female,Canada,Basic,2365,4
8657,c13657,s12501,Christopher Johnson Jr.,36,Female,Japan,Basic,1610,1
8658,c13658,s12449,Danielle Lopez,63,Other,UK,Basic,900,2
8659,c13659,s7382,Thomas Travis,27,Female,Germany,Basic,2349,3
8660,c13660,s6324,Aaron Daniels,33,Other,Brazil,Premium,37,2
8663,c13663,s3361,Katherine Kennedy,60,Male,USA,Premium,4383,4
8664,c13664,s4352,Erik Little,31,Male,Germany,Premium,3253,2
8665,c13665,s19316,Kenneth Jones,31,Male,France,Basic,3490,1
8666,c13666,s2714,Jason Martinez,71,Female,India,Basic,888,1
8668,c13668,s4653,Jennifer Miller,77,Female,Japan,Standard,2853,2
8669,c13669,s18504,Vincent Ramos,25,Male,India,Basic,4952,3
8670,c13670,s4632,Michael Alvarez,77,Male,India,Basic,2642,1
8671,c13671,s4005,David Campbell,32,Other,Brazil,Premium,1628,5
8672,c13672,s20871,Mario Martinez,58,Female,Germany,Standard,2414,1
8674,c13674,s7734,Anna Holt,53,Female,India,Basic,3071,3
8676,c13676,s18696,Emily Wood,32,Other,Japan,Standard,3590,2
8680,c13680,s9523,Daniel Sampson,33,Female,India,Premium,596,2
8681,c13681,s17915,Joshua Underwood,47,Other,South Korea,Premium,3724,3
8682,c13682,s19493,Casey Wright,74,Female,Japan,Standard,1684,4
8683,c13683,s15138,Adam Watkins,65,Female,Canada,Standard,1156,2
8685,c13685,s9572,David Rogers,19,Female,South Korea,Premium,2643,5
8686,c13686,s6554,Daniel Zuniga,74,Female,UK,Standard,1238,2
8687,c13687,s1656,Robert Castro,53,Female,Germany,Premium,2573,3
8688,c13688,s15410,Emily Miller,74,Other,Germany,Premium,774,1
8689,c13689,s16180,Patricia Harris,19,Female,Canada,Basic,433,5
8690,c13690,s10143,Danny Davis,67,Male,France,Basic,1967,2
8692,c13692,s20850,Elizabeth Scott,50,Other,Canada,Basic,3223,1
8693,c13693,s14260,Nicole Herman,26,Male,Canada,Standard,4543,5
8694,c13694,s11815,Ashley Smith,55,Other,Brazil,Standard,4591,2
8695,c13695,s9068,William Wilson,64,Male,USA,Standard,3164,1
8696,c13696,s18588,Alisha Jones,40,Male,USA,Basic,3777,2
8697,c13697,s8171,Albert Watson,51,Female,South Korea,Basic,65,4
8698,c13698,s12489,John Gill,50,Female,UK,Premium,3056,2
8699,c13699,s9303,Andrew Allen,30,Male,Australia,Basic,1120,4
8700,c13700,s11886,Brian Tanner,39,Other,Germany,Standard,4013,5
8701,c13701,s16178,Julie Edwards,70,Female,Japan,Basic,2879,3
8704,c13704,s19288,Debra Serrano,60,Male,Germany,Standard,3350,5
8705,c13705,s9751,Jill Perez,26,Female,Brazil,Basic,1422,1
8706,c13706,s7563,Richard Barr,19,Female,Canada,Premium,1337,2
8707,c13707,s4495,Michael Smith,34,Male,South Korea,Standard,2707,1
8708,c13708,s4674,Laurie Davis,69,Female,Brazil,Basic,3991,3
8709,c13709,s15622,Pamela Dominguez,23,Female,Germany,Basic,2084,4
8711,c13711,s12048,Timothy Moore,27,Other,France,Basic,1693,1
8712,c13712,s19723,Daniel Johnson,46,Female,India,Basic,1571,3
8713,c13713,s18284,Jonathan Vazquez,79,Other,Australia,Premium,4629,5
8714,c13714,s4563,Elaine Peterson,20,Female,Brazil,Premium,503,1
8715,c13715,s17233,Brian Greer,42,Male,Japan,Standard,1515,3
8716,c13716,s17000,Whitney Garcia,76,Male,UK,Basic,1702,4
8718,c13718,s8966,Joe Schmidt,41,Female,Japan,Premium,1537,2
8720,c13720,s6684,Patrick Khan,60,Other,France,Premium,723,4
8721,c13721,s12218,Elijah Romero,76,Other,France,Basic,419,1
8722,c13722,s6481,Sean Johnson,48,Other,Brazil,Standard,3728,3
8723,c13723,s3886,Melissa Miller,39,Male,UK,Standard,4886,2
8725,c13725,s17610,Larry Howe,37,Male,France,Premium,701,5
8726,c13726,s5913,Kayla Davis,58,Other,Canada,Premium,1492,3
8728,c13728,s2101,John Palmer,63,Female,Japan,Basic,3986,3
8729,c13729,s12806,Kimberly Baker,36,Other,France,Basic,3228,3
8730,c13730,s10545,Erika Williams,35,Female,India,Standard,2586,2
8731,c13731,s13500,Angela Smith,57,Other,France,Standard,2973,1
8732,c13732,s10494,Steven Hicks,79,Female,Canada,Standard,3540,2
8733,c13733,s10705,Dr. Glenn Walsh,14,Other,Japan,Basic,379,2
8735,c13735,s14673,Melissa Anderson,68,Female,France,Basic,4775,3
8736,c13736,s10350,Susan Barker,28,Female,UK,Standard,4539,2
8737,c13737,s8897,Brian Miller,37,Male,France,Standard,2702,2
8739,c13739,s15143,Brian Romero,63,Other,Japan,Standard,4995,4
8741,c13741,s2156,James Medina,13,Female,Japan,Premium,2913,2
8743,c13743,s10382,Joseph Murphy,69,Female,India,Premium,840,4
8746,c13746,s18550,Bradley Hall,17,Male,Japan,Standard,428,2
8747,c13747,s20604,Kimberly Daugherty,69,Female,Germany,Basic,4749,3
8748,c13748,s2210,Lynn Lane,36,Female,South Korea,Basic,2473,5
8749,c13749,s20220,Robin Little,78,Other,South Korea,Premium,1093,5
8750,c13750,s20683,Bruce Clark,64,Female,India,Standard,1217,4
8751,c13751,s9894,Scott Ray,14,Male,USA,Basic,1345,4
8752,c13752,s8572,Ryan Garcia,61,Other,Brazil,Standard,2309,4
8753,c13753,s9878,James Neal,19,Male,Germany,Premium,1760,3
8755,c13755,s2365,Dustin Contreras,75,Female,Germany,Basic,4358,3
8757,c13757,s2342,Jeremy Richardson,32,Male,Australia,Premium,2979,2
8758,c13758,s2161,Kristen Villarreal,27,Other,Japan,Standard,2936,4
8759,c13759,s1273,Russell Reynolds,58,Male,France,Premium,1905,1
8760,c13760,s7494,Cindy Martinez,51,Female,Japan,Standard,2484,1
8762,c13762,s18425,Holly Medina,73,Male,Australia,Premium,1343,2
8763,c13763,s6347,Linda Pratt,57,Male,USA,Premium,111,5
8765,c13765,s5961,Elizabeth Bullock,68,Female,Australia,Basic,810,1
8766,c13766,s2929,Tammy Valdez,53,Other,Germany,Premium,4121,2
8767,c13767,s6609,John Martin,46,Male,France,Standard,2589,5
8768,c13768,s9298,Robert Bennett,67,Female,Australia,Basic,3205,2
8769,c13769,s14775,Paul Vega,24,Female,South Korea,Standard,4796,2
8770,c13770,s5849,Travis Cook,58,Other,USA,Basic,1537,2
8771,c13771,s11852,Cassie Shea,54,Male,Canada,Premium,3057,1
8772,c13772,s1276,Larry Silva Jr.,29,Other,South Korea,Premium,315,2
8773,c13773,s14930,Amber Beck,49,Other,Australia,Basic,4936,2
8774,c13774,s5508,Jeffrey Stanley,19,Male,UK,Basic,557,1
8776,c13776,s7036,Kenneth King,76,Female,Germany,Basic,339,1
8777,c13777,s12761,Brittany Jones,71,Female,UK,Basic,337,1
8779,c13779,s16859,Mark Mitchell,35,Female,USA,Standard,561,4
8780,c13780,s10746,Tiffany Figueroa,27,Male,Brazil,Premium,4834,1
8782,c13782,s12108,Danielle Ray,13,Male,USA,Premium,4985,2
8783,c13783,s19215,Kelly Soto,68,Other,South Korea,Basic,2086,5
